TimeStamp,AccX,AccY,AccZ,GravX,GravY,GravZ,MagAccuracy,MagX,MagY,MagZ,AttPitch,AttYaw,AttRoll,rotX,rotY,rotZ
1497906161.6728,0.0365138575434685,0.104570887982845,-0.0872165262699127,0.0113682206720114,-0.992510318756104,-0.121630519628525,1.0,-25.788818359375,-2.74623870849609,31.4249267578125,1.44832980108165,-0.0397564842598291,0.0931944572109555,-0.223357513546944,-0.572530031204224,-0.00917612574994564
1497906161.85365,-0.00322662992402911,0.00825321767479181,0.0227594040334225,0.00359284086152911,-0.992521405220032,-0.122017823159695,1.0,-24.4393920898438,-2.59102630615234,30.4498901367188,1.44842039716921,0.0198377979531403,0.029436707992181,0.170720815658569,-0.0893845409154892,-0.188041344285011
1497906162.03446,-0.0946344658732414,-0.0916595980525017,-0.178163960576057,0.0235285069793463,-0.99398797750473,-0.106931246817112,1.0,-22.7870483398438,-3.18520355224609,30.3681640625,1.46108719114348,-0.164678548228359,0.21658269843431,0.0435472838580608,0.24335090816021,-0.0752986371517181
1497906162.21531,-0.0275337044149637,0.158905759453773,-0.00733847310766578,0.0223762337118387,-0.992310285568237,-0.121735624969006,1.0,-21.7325439453125,-4.30655670166016,30.4326171875,1.44670305439503,-0.150691725126457,0.181780977878266,-0.0073144044727087,-0.0082347122952342,-0.059598658233881
1497906162.39615,0.023784963414073,-0.0843163281679153,-0.0291751753538847,0.0232273656874895,-0.994281709194183,-0.104232415556908,1.0,-21.8039245605469,-5.20702362060547,30.875,1.46380323043218,-0.19405879398559,0.219259536012394,0.0975954979658127,0.103521846234798,0.0776779279112816
1497906162.57697,0.0261221118271351,-0.0376481115818024,-0.0330399759113789,0.0153512777760625,-0.993952810764313,-0.108729436993599,1.0,-22.0235290527344,-6.55767059326172,30.6387329101562,1.4607666552204,-0.0863107694909149,0.140260789435615,-0.448961168527603,0.100585639476776,-0.10361847281456
1497906162.75782,0.0204256102442741,0.127955839037895,0.018581910058856,0.0127775138244033,-0.991435468196869,-0.129971072077751,1.0,-22.3952331542969,-7.38408660888672,30.8570556640625,1.43982456685783,-0.0431997977276322,0.0979955486643272,0.0444934815168381,-0.0267867427319288,0.108453035354614
1497906162.93866,0.0324876569211483,-0.100865937769413,-0.0690890327095985,0.0309431292116642,-0.993082404136658,-0.113268755376339,1.0,-23.3600463867188,-9.93831634521484,32.5614013671875,1.45310554262605,-0.239718154682252,0.266676441437738,0.28842505812645,-0.43235519528389,-0.0312865786254406
1497906163.11948,-0.0247755441814661,0.0669416636228561,-0.0152161419391632,0.0255384836345911,-0.988679349422455,-0.147854536771774,1.0,-24.6304931640625,-11.067756652832,32.5530395507812,1.42018363039642,-0.137081957121547,0.171039441659625,-0.0659166574478149,0.506942868232727,0.0369343794882298
1497906163.30033,-0.0285649169236422,0.0283966194838285,-0.0255823601037264,0.0216374266892672,-0.990692138671875,-0.134390786290169,1.0,-26.2732543945312,-12.873908996582,33.3643188476562,1.4342509209027,-0.144088455049627,0.159633856477273,0.20574264228344,0.00736948475241661,-0.0657873153686523
1497906163.48114,0.0298199355602264,-0.0904365628957748,-0.121670931577682,0.0178942978382111,-0.992937445640564,-0.117281705141068,1.0,-27.6943969726562,-13.8536911010742,32.982421875,1.45187727170196,-0.121980213177584,0.151407671351276,0.155633524060249,0.326462924480438,0.051214836537838
1497906163.66199,-0.0248638801276684,0.177186042070389,0.0971379429101944,0.0207440070807934,-0.988236427307129,-0.151520267128944,1.0,-28.741943359375,-14.4561233520508,30.5032958984375,1.41726014702855,-0.0963098316400636,0.136059970435673,-0.0642558187246323,0.0246317554265261,0.0494967661798
1497906163.84284,0.00201527099125087,-0.105643689632416,0.00453131832182407,0.0260303840041161,-0.989220201969147,-0.144103467464447,1.0,-28.6657409667969,-14.7552871704102,29.375732421875,1.42383225322083,-0.14206681762826,0.178709651700792,0.0211526397615671,-0.0637935847043991,-0.122675567865372
1497906164.02365,-0.071442112326622,0.0121576292440295,-0.0289747212082148,0.033905491232872,-0.989849269390106,-0.13801746070385,1.0,-27.5353698730469,-16.1015090942383,29.7381591796875,1.42819240214858,-0.210961106318367,0.240890615026515,-0.437592297792435,-0.0572399459779263,-0.178296104073524
1497906164.2045,-0.0874415710568428,0.223394885659218,0.099211685359478,0.0248805321753025,-0.987570285797119,-0.155196189880371,1.0,-26.5621948242188,-15.6479110717773,29.3660888671875,1.41296393266598,-0.139215155093948,0.158963993329918,-0.0156884547322989,-0.411844044923782,-0.153942510485649
1497906164.38533,-0.0470592118799686,-0.19884917140007,-0.0851949229836464,0.0287944413721561,-0.98817777633667,-0.150583878159523,1.0,-24.9857177734375,-16.0184555053711,31.4613037109375,1.41687710972138,-0.183938775832124,0.188937832833457,-0.162476986646652,0.493641406297684,0.0490164496004581
1497906164.56615,-0.00525044836103916,0.0310258083045483,0.00364245427772403,0.00280904211103916,-0.988743722438812,-0.149592772126198,1.0,-23.4845275878906,-16.3139114379883,32.88232421875,1.42061325768466,0.00173999514479968,0.018775719717415,-0.361669152975082,-0.140413403511047,0.0543496906757355
1497906164.747,0.00403237296268344,0.100862927734852,0.0570035800337791,0.00843405816704035,-0.987383306026459,-0.158123567700386,1.0,-21.533935546875,-16.4579391479492,34.6041259765625,1.41177866066723,-0.0379014616780613,0.0532879005243369,0.171300157904625,-0.0037887564394623,0.0719787552952766
1497906164.92785,0.033713337033987,-0.0924184396862984,-0.0267872288823128,0.028267864137888,-0.98996376991272,-0.138465449213982,1.0,-20.7821350097656,-16.9066543579102,37.299560546875,1.42900018295466,-0.200126939667359,0.201383726078867,0.0472981818020344,-0.0453603751957417,-0.16424535214901
1497906165.10866,0.000954924675170332,0.109202697873116,0.0304853059351444,0.0269686598330736,-0.986644089221954,-0.160642772912979,1.0,-20.1104431152344,-16.0793075561523,37.305908203125,1.40717645423599,-0.129641154131433,0.166328682858249,0.0304918345063925,-0.0117057673633099,-0.0275431144982576
1497906165.28951,0.0224199052900076,-0.0345526523888111,0.048573549836874,0.0328626856207848,-0.99022763967514,-0.135533392429352,1.0,-19.4375610351562,-15.5525894165039,38.5847778320312,1.43087966876623,-0.220282127156015,0.237878494620046,-0.0870090872049332,0.0668151527643204,0.173113167285919
1497906165.47035,0.0300601050257683,-0.0694298520684242,-0.080334909260273,0.00999421719461679,-0.988400936126709,-0.151537641882896,1.0,-19.5179443359375,-14.2024307250977,37.6962890625,1.41833955818784,-0.0272957481680092,0.0658566641953675,-0.137374848127365,0.0222902093082666,0.141723796725273
1497906165.65117,-0.0312518887221813,0.13839353621006,-0.00862929411232471,0.00143621664028615,-0.985805630683899,-0.16788437962532,1.0,-18.4010620117188,-12.172966003418,36.58740234375,1.40210690242555,0.030571501113587,0.00855458757535341,0.0367506295442581,0.071199856698513,-0.00913112610578537
1497906165.83202,0.0138212898746133,-0.0851899310946465,-0.0457799397408962,0.0130036612972617,-0.99023425579071,-0.138805627822876,1.0,-16.7553100585938,-11.1168746948242,35.9197387695312,1.43092731135595,-0.0854619983489818,0.0934098877920979,0.243790373206139,-0.257525742053986,-0.0717616751790047
1497906166.01286,-0.0305361114442348,-0.0129809956997633,-0.0374821498990059,0.0255007110536098,-0.983707845211029,-0.177956700325012,1.0,-14.4354553222656,-9.83274078369141,33.9033203125,1.39003911429394,-0.128345377794043,0.142328364890897,-0.31384664773941,0.264610320329666,0.0255747120827436
1497906166.19368,-0.0179189275950193,0.136135160923004,0.0806216448545456,0.0298970770090818,-0.986537992954254,-0.160776063799858,1.0,-14.1405639648438,-8.55641937255859,33.3139038085938,1.40652633861549,-0.214572246012951,0.183854794788439,0.149579674005508,0.0102834077551961,0.0481226518750191
1497906166.37451,-0.00260689342394471,-0.112651899456978,-0.178437829017639,0.0216956380754709,-0.988727509975433,-0.148146033287048,1.0,-14.5923767089844,-8.10781097412109,32.9431762695312,1.42050493976518,-0.182306617095968,0.145413971350988,0.254500329494476,-0.0247184261679649,0.0692847520112991
1497906166.55536,-0.0540220588445663,0.15568745136261,0.0421557240188122,0.0132658341899514,-0.983965039253235,-0.177867397665977,1.0,-16.0953369140625,-7.36345672607422,33.7009887695312,1.39147542344397,-0.139924238251013,0.0744448910324753,-0.0110435178503394,0.016657555475831,0.00913807190954685
1497906166.73618,-0.0230764988809824,-0.0393851026892662,0.0298254899680614,0.0207571629434824,-0.985624074935913,-0.167673394083977,1.0,-16.8462524414062,-7.14186859130859,35.2786254882812,1.40102869711705,-0.202278699519614,0.123168563483907,0.0925836190581322,-0.114984005689621,-0.0949924290180206
1497906166.91703,-0.102568186819553,-0.000469327467726544,-0.0621980503201485,0.0311265401542187,-0.987964510917664,-0.151516541838646,1.0,-18.6431579589844,-7.89943695068359,37.8240356445312,1.41549204792201,-0.355824164125275,0.202614354719664,-0.123371690511703,-0.482697427272797,-0.22630912065506
1497906167.09787,-0.0350781604647636,0.122839421033859,0.00416664639487863,0.0200177356600761,-0.984610021114349,-0.173615500330925,1.0,-20.5931396484375,-7.90703582763672,39.4009399414062,1.39512852190611,-0.333757669484283,0.114792356418364,0.00776511942967772,-0.590594887733459,-0.165427535772324
1497906167.27869,0.00760685233399272,0.000460306619061157,0.0586761943995953,0.0303417555987835,-0.986895263195038,-0.158483937382698,1.0,-22.1644897460938,-8.81366729736328,41.644775390625,1.40872547959736,-0.470972197921695,0.189161095700293,0.0592239312827587,-0.269957453012466,0.0339590981602669
1497906167.45951,0.0311142485588789,-0.0470322296023369,-0.0602251961827278,0.0259231049567461,-0.986369252204895,-0.162492081522942,1.0,-23.7361755371094,-9.64472198486328,42.7642822265625,1.40549768297006,-0.501693654545223,0.158201418391104,-0.0986003950238228,-0.329229056835175,-0.0496415756642818
1497906167.64036,-0.0259827915579081,0.107832059264183,0.0671762600541115,0.00559704937040806,-0.982664227485657,-0.185309812426567,1.0,-24.9355773925781,-9.79949188232422,43.88916015625,1.38432320840464,-0.44962941208099,0.0301945614090716,0.0269317161291838,-0.327861279249191,0.0625477731227875
1497906167.82118,-0.00653516594320536,0.00971481576561928,0.0673444047570229,0.00146924785804003,-0.983042478561401,-0.183372244238853,1.0,-26.0590209960938,-10.178825378418,44.7119750976562,1.38637457282438,-0.532704060191386,0.00801220747037782,-0.0334944427013397,-0.721672892570496,-0.168197691440582
1497906168.00203,-0.107408195734024,-0.011453852057457,-0.0154363177716732,0.0137192336842418,-0.980077505111694,-0.198140949010849,1.0,-26.431640625,-10.7805099487305,45.4572143554688,1.37085141233026,-0.706410948735119,0.0691294362073106,0.170856580138206,-0.7661292552948,-0.237450137734413
1497906168.18287,-0.0600493103265762,0.0428975746035576,0.0410282649099827,0.00798632297664881,-0.976018309593201,-0.217541933059692,1.0,-26.5027465820312,-11.7560501098633,46.049072265625,1.35135079894725,-0.784690570807851,0.0366951706608531,-0.024320475757122,-0.611935257911682,-0.18000029027462
1497906168.36369,-0.0223009195178747,-0.0261117666959763,0.0483756773173809,0.0110094156116247,-0.977092564105988,-0.212529733777046,1.0,-26.8759460449219,-12.2076950073242,46.7205810546875,1.35634158580382,-0.920770978953198,0.0517555066922279,0.0310870073735714,-0.56078439950943,-0.0748065188527107
1497906168.54453,-0.0281600169837475,-0.0533972643315792,-0.0350638702511787,0.00864402577280998,-0.980477273464203,-0.196442469954491,1.0,-27.3247680664062,-12.5098190307617,47.8434448242188,1.37287408151958,-0.999550979731715,0.0439744653004836,0.000393302791053429,-0.604986071586609,-0.238167956471443
1497906168.72538,-0.0170760732144117,0.0690899342298508,0.0707577019929886,-0.00445407861843705,-0.979810774326324,-0.199877575039864,1.0,-27.99853515625,-12.8122177124023,47.9165649414062,1.36951271331862,-1.03732495384079,-0.0222803468703844,0.0204197410494089,-0.557213485240936,-0.016919519752264
1497906168.9062,0.000303380860714242,0.00483539141714573,0.0367395989596844,-0.0112286740913987,-0.979826211929321,-0.199535623192787,1.0,-28.5964050292969,-13.3395309448242,48.3627319335938,1.36959015740769,-1.11347748693121,-0.0562147420329836,0.0820594951510429,-0.705587387084961,-0.170154571533203
1497906169.08705,-0.0308957025408745,-0.0415020361542702,-0.089341826736927,0.00993012543767691,-0.982637345790863,-0.185270607471466,1.0,-28.4446105957031,-13.7895736694336,49.4837646484375,1.38417848349352,-1.33026705636309,0.0535467200485546,0.0762216150760651,-0.72372955083847,-0.481518238782883
1497906169.26789,-0.0654304251074791,0.0405783765017986,0.0583600923418999,0.00494458619505167,-0.981008052825928,-0.193903923034668,1.0,-27.9931335449219,-14.1632461547852,50.0050659179688,1.37559203579472,-1.42361254486507,0.0254946624234258,-0.0784740746021271,-0.726559221744537,-0.0453816018998623
1497906169.44868,-0.01431043446064,0.0244262181222439,0.0874768868088722,-0.014040395617485,-0.982495069503784,-0.185758754611015,1.0,-28.0675354003906,-14.313850402832,50.6788940429688,1.38341306132216,-1.40803942301338,-0.0754405903066753,0.154214322566986,-0.244805857539177,0.0607317723333836
1497906169.62953,0.0241338927298784,-0.162078976631165,-0.0822638720273972,-0.009149762801826,-0.987625002861023,-0.156566694378853,1.0,-27.9183959960938,-14.0886001586914,51.2056884765625,1.4133123430665,-1.45237582699629,-0.0583736374937274,0.373332291841507,-0.0240619499236345,-0.136478140950203
1497906169.81037,0.0424367748200893,0.0470187403261662,-0.0256591532379389,-0.00924890767782927,-0.987692594528198,-0.156134054064751,1.0,-27.76904296875,-13.9377670288086,50.6068115234375,1.41374373282473,-1.47113470507494,-0.0591678201052421,-0.212147206068039,-0.417344838380814,-0.059709470719099
1497906169.99119,0.00698377890512347,-0.0190373882651329,0.032793190330267,-0.0194654688239098,-0.988592028617859,-0.149355083703995,1.0,-27.3214416503906,-13.3360061645508,50.2364501953125,1.41960274259465,-1.4207510321082,-0.129599643792344,0.0586762726306915,-0.123030371963978,-0.0372907035052776
1497906170.17204,-0.0230611879378557,-0.152092158794403,-0.0190159026533365,-0.00651034619659185,-0.992973148822784,-0.118160612881184,1.0,-26.4982299804688,-12.883430480957,50.8394775390625,1.45217853329915,-1.50359520751184,-0.0550417776305196,-0.0514288693666458,-0.386827081441879,-0.0988976135849953
1497906170.3529,-0.00569281401112676,0.132516771554947,0.0164460297673941,-0.018461849540472,-0.990228593349457,-0.138226419687271,1.0,-25.6006774902344,-12.2801132202148,50.4686889648438,1.43088644217302,-1.44883480855283,-0.132776561802523,-0.000372635055100545,-0.141376212239265,0.0766550078988075
1497906170.53372,-0.0176676530390978,0.0167102515697479,0.0281447358429432,-0.0250264387577772,-0.99290657043457,-0.116233728826046,1.0,-25.0009460449219,-12.2035751342773,51.59375,1.45161695411177,-1.38425365572718,-0.212073723986815,0.112968787550926,-0.0554347485303879,-0.0707166343927383
1497906170.71457,-0.00375661929138005,0.0270767081528902,0.104825600981712,-0.0272034630179405,-0.996040344238281,-0.0846382230520248,1.0,-23.9521484375,-11.9005355834961,52.8703002929688,1.48177628382551,-1.2470867621347,-0.310980296907013,-0.0241853203624487,0.397881954908371,0.112079262733459
1497906170.89541,-0.0053395526483655,0.103982999920845,0.0434961020946503,-0.0246592257171869,-0.991495192050934,-0.1277856528759,1.0,-22.6786499023438,-11.5212631225586,53.2472534179688,1.44028292897559,-1.36885649812622,-0.190630136340934,0.207948550581932,0.301017701625824,0.0805908516049385
1497906171.07623,-0.0061655892059207,-0.0707167237997055,-0.00347125995904207,-0.0306538678705692,-0.995826840400696,-0.0859604999423027,1.0,-21.2536926269531,-11.5173721313477,55.4208984375,1.4794065335118,-1.2025802783514,-0.342546056049804,0.0857484191656113,-0.247137486934662,-0.170436426997185
1497906171.25708,-0.038351234048605,-0.0224029812961817,-0.0252027828246355,-0.00362569419667125,-0.995327711105347,-0.0964860618114471,1.0,-20.0542907714844,-11.363395690918,55.8710327148438,1.47409151162383,-1.51245447022639,-0.0375597157074439,-0.22923469543457,-0.130677536129951,0.00771306687965989
1497906171.43791,-0.00792687945067883,0.113827280700207,0.0676648542284966,-0.0121994633227587,-0.9947629570961,-0.101478330790997,1.0,-19.5317077636719,-10.7614212036133,55.5755615234375,1.4684085368154,-1.42913573368574,-0.119643257878607,0.036425493657589,0.0385679230093956,-0.0164258945733309
1497906171.61872,0.116325117647648,-0.0881605595350266,-0.146270051598549,-0.016959885135293,-0.996144235134125,-0.0860755294561386,1.0,-18.5546264648438,-11.2827682495117,55.1201782226562,1.48295293459632,-1.34527256266104,-0.194542912470285,0.479340434074402,0.169565796852112,0.211150139570236
1497906171.79957,0.0348508283495903,-0.0162825454026461,-0.105834566056728,-0.020461792126298,-0.99270486831665,-0.118820585310459,1.0,-18.1046447753906,-11.280403137207,53.5447387695312,1.44993272537777,-1.36934964625239,-0.17053482653802,-0.0195497907698154,-0.449729830026627,-0.165646523237228
1497906171.98042,0.025199381634593,0.017962085083127,-0.00200374750420451,-0.0192331951111555,-0.996080994606018,-0.086329385638237,1.0,-17.7302551269531,-11.1288375854492,53.0206298828125,1.48223470035357,-1.31636171973879,-0.219208518953118,0.209299951791763,-0.184264987707138,-0.0325747467577457
1497906172.16123,-0.0411565974354744,-0.0279732998460531,-0.0638107061386108,-0.0090448185801506,-0.996105074882507,-0.0877090692520142,1.0,-17.8814392089844,-10.8288040161133,51.8983154296875,1.48250747271821,-1.46645747591236,-0.102759730801705,-0.413709789514542,-0.203187331557274,-0.133022919297218
1497906172.34206,-0.0395003668963909,0.130480661988258,-0.0392029769718647,-0.00963293295353651,-0.991289973258972,-0.131344512104988,1.0,-18.6323547363281,-10.6053848266602,49.8009643554688,1.43871535053493,-1.4835648168154,-0.0732098922478822,-0.115664273500443,-0.288006782531738,-0.0778761506080627
1497906172.52291,-0.0202806480228901,-0.13034725189209,-0.0813207551836967,-0.00443858932703733,-0.992043495178223,-0.12581729888916,1.0,-19.38232421875,-10.6080093383789,49.8016967773438,1.44456579307628,-1.52709312966643,-0.0352634278258957,-0.0212278235703707,-0.124422587454319,0.0915915295481682
1497906172.70373,0.0575524121522903,-0.00452282559126616,-0.00836671981960535,-0.00416190968826413,-0.992181301116943,-0.124735698103905,1.0,-20.5097351074219,-10.0122909545898,50.48291015625,1.44566492315317,-1.48863057501921,-0.0333534543145363,-0.341669499874115,0.253351807594299,0.0194550808519125
1497906172.88457,0.0568753927946091,0.125685334205627,0.0429477728903294,0.0014589581405744,-0.988524079322815,-0.151056289672852,1.0,-21.0320129394531,-10.6896133422852,51.45263671875,1.41915245955105,-1.54462874235502,0.00965807359807459,-0.0178353935480118,-0.174026757478714,0.0597949847579002
1497906173.06542,-0.0386686846613884,-0.167316988110542,-0.103681445121765,0.0218382384628057,-0.990916669368744,-0.132692456245422,1.0,-21.5560607910156,-10.9177932739258,54.1512451171875,1.43591017921964,-1.71487570853911,0.163115626092845,0.361794471740723,-0.0748307555913925,-0.15028703212738
1497906173.24624,-0.0117388479411602,0.0398951657116413,-0.0230739861726761,0.0233660452067852,-0.9856196641922,-0.167355701327324,1.0,-22.4515991210938,-12.0468521118164,56.017578125,1.40100264454946,-1.71262343822918,0.13872230196375,-0.15424719452858,0.1398024559021,0.049678061157465
1497906173.42708,-0.0577811971306801,0.0144674396142364,-0.0140726873651147,0.0286674275994301,-0.986253917217255,-0.162730902433395,1.0,-22.8241882324219,-12.6486892700195,57.0628051757812,1.4047983192817,-1.74299163689217,0.174375460011313,0.0505524277687073,-0.0177197959274054,-0.100290447473526
1497906173.60792,0.0082219997420907,-0.0167579464614391,0.0197529010474682,0.0203271955251694,-0.988796234130859,-0.147880956530571,1.0,-23.1247863769531,-12.4996566772461,56.9144287109375,1.42096488140093,-1.68241577142515,0.136600447426046,-0.233784317970276,0.187649413943291,0.239611491560936
1497906173.78874,-0.0352977737784386,0.0737683027982712,0.0180598292499781,0.0186046585440636,-0.981864631175995,-0.188668355345726,1.0,-24.4744567871094,-12.5781173706055,54.3651123046875,1.38005845439399,-1.65403598498605,0.0982926081106095,0.047450315207243,0.189584732055664,0.0266368761658669
1497906173.96959,-0.0125148873776197,-0.0715448930859566,-0.00583547726273537,0.0116603951901197,-0.986942052841187,-0.160653173923492,1.0,-25.1494445800781,-12.5800704956055,53.5407104492188,1.40901576013847,-1.64424779008592,0.0724541169663147,0.226127937436104,-0.237721547484398,-0.0898460745811462
1497906174.15043,-0.0384039543569088,-0.035884216427803,0.0336858965456486,0.0199408214539289,-0.987843215465546,-0.154169291257858,1.0,-26.0487976074219,-12.7330093383789,53.1653442382812,1.41470975332365,-1.71403805822825,0.128629516718853,-0.156523331999779,-0.0123344091698527,0.130698904395103
1497906174.33127,-0.0336000397801399,0.167715698480606,0.0692403241991997,0.0258485749363899,-0.989584624767303,-0.141612768173218,1.0,-26.6452026367188,-13.6352615356445,53.458251953125,1.42634195545347,-1.77454305728008,0.180542435982384,0.133575886487961,-0.0203861482441425,-0.143899247050285
1497906174.51209,0.0383687056601048,-0.143658652901649,-0.0536717921495438,0.0184397660195827,-0.991839408874512,-0.126153036952019,1.0,-27.8461303710938,-13.4147262573242,53.986328125,1.44295479761601,-1.72456933209086,0.145141958026179,-0.0459849834442139,0.20664869248867,0.194091260433197
1497906174.69294,-0.0312379356473684,0.0648215860128403,-0.0298218335956335,0.00766310608014464,-0.987490057945251,-0.157495066523552,1.0,-28.4451904296875,-13.6417922973633,53.9100341796875,1.41245410950565,-1.62344089857863,0.0486178238917414,0.118067301809788,-0.318624913692474,-0.026491753757
1497906174.87379,-0.0101400399580598,-0.016720850020647,0.0347098000347614,0.0102773690596223,-0.989870965480804,-0.141597613692284,1.0,-28.4451904296875,-13.6423873901367,55.1100463867188,1.42834493477401,-1.64563477467718,0.072454456010989,0.0558063723146915,-0.0355548448860645,-0.237030103802681
1497906175.0546,-0.00637097796425223,-0.000916760764084756,0.00376469315961003,0.0315479785203934,-0.99212521314621,-0.121211595833302,1.0,-27.5433959960938,-14.0903244018555,57.2803344726562,1.44521666539196,-1.85190974407953,0.254622789360093,-0.264405608177185,-0.237541079521179,-0.149247676134109
1497906175.23545,-0.000628782727289945,0.154995679855347,0.017705025151372,0.0165894757956266,-0.987774610519409,-0.155003607273102,1.0,-27.3916015625,-14.539665222168,57.05126953125,1.41426909894448,-1.71455658190038,0.106620521843684,-0.0670632347464561,-0.219568878412247,0.0197733081877232
1497906175.41628,0.00777979614213109,-0.0632298961281776,0.0481863580644131,0.0148795060813427,-0.990145325660706,-0.139250814914703,1.0,-26.7157287597656,-14.7626724243164,57.7987060546875,1.43029095691826,-1.71201708623922,0.106450081443359,-0.120469190180302,0.175568744540215,0.0893506780266762
